VIDEO,DURATION
HVC617465,91
HVC617478,31
HVC617481,36
HVC617484,37
HVC617491,28
HVC617493,290
HVC617537,98
HVC617547,50
HVC617552,225
HVC617564,97
HVC617571,99
HVC617574,255
HVC617579,167
HVC617581,193
HVC617595,234
HVC617605,82
HVC617621,301
HVC617634,276
HVC617640,79
HVC617644,51
HVC617645,213
HVC617651,177
HVC617656,90
HVC617698,32
HVC617707,30
HVC617711,189
HVC617722,20
HVC617730,70
HVC617742,429
HVC617776,87
HVC617791,47
HVC617846,105
HVC617854,32
HVC617855,113
HVC617865,94
HVC617874,126
HVC617910,60
HVC617914,148
HVC617936,226
HVC617938,277
HVC617991,68
HVC618002,54
HVC618021,111
HVC618028,68
HVC618055,44
HVC618058,310
HVC618062,205
HVC618065,73
HVC618074,398
HVC618075,73
HVC618086,271
HVC618110,51
HVC618115,61
HVC618117,74
HVC618138,28
HVC618162,48
HVC618166,86
HVC618169,186
HVC618176,61
HVC618190,63
HVC618191,85
HVC618200,366
HVC618201,187
HVC618204,216
HVC618208,152
HVC618217,55
HVC618258,151
HVC618292,126
HVC618316,86
HVC618323,149
HVC618335,57
HVC618337,93
HVC618340,33
HVC618352,176
HVC618359,98
HVC618364,102
HVC618369,41
HVC618374,254
HVC618380,428
HVC618386,56
HVC618392,136
HVC618396,44
HVC618398,140
HVC618415,59
HVC618419,35
HVC618439,76
HVC618452,521
HVC618458,37
HVC618460,106
HVC618468,41
HVC618472,76
HVC618475,40
HVC618482,61
HVC618492,26
HVC618498,59
HVC618500,28
HVC618516,186
HVC618518,55
HVC618520,270
HVC618523,112
HVC618547,182
HVC618552,144
HVC618562,151
HVC618588,109
HVC618613,75
HVC618617,157
HVC618625,259
HVC618655,28
HVC618668,88
HVC618682,172
HVC618691,141
HVC618694,201
HVC618751,51
HVC618752,354
HVC618789,71
HVC618799,67
HVC618805,163
HVC618821,87
HVC618831,343
HVC618844,69
HVC618851,356
HVC618865,48
HVC618873,87
HVC618876,89
HVC618879,100
HVC618891,72
HVC618899,121
HVC618905,62
HVC618912,254
HVC618917,79
HVC618921,219
HVC618955,558
HVC618977,27
HVC618987,20
HVC619001,171
HVC619006,101
HVC619011,56
HVC619021,62
HVC619028,129
HVC619051,497
HVC619052,194
HVC619081,41
HVC619095,79
HVC619097,176
HVC619118,325
HVC619133,155
HVC619163,172
HVC619167,97
HVC619174,36
HVC619175,188
HVC619179,116
HVC619204,69
HVC619210,97
HVC619217,97
HVC619225,209
HVC619233,48
HVC619236,187
HVC619248,517
HVC619263,43
HVC619267,38
HVC619279,145
HVC619284,41
HVC619323,157
HVC619347,174
HVC619352,162
HVC619370,238
HVC619376,60
HVC619380,48
HVC619382,413
HVC619398,11
HVC619405,120
HVC619406,61
HVC619415,172
HVC619441,132
HVC619455,80
HVC619460,212
HVC619473,79
HVC619480,208
HVC619482,518
HVC619493,47
HVC619502,77
HVC619511,219
HVC619537,35
HVC619539,237
HVC619551,179
HVC619555,106
HVC619562,397
HVC619568,93
HVC619583,46
HVC619590,65
HVC619591,154
HVC619601,97
HVC619604,399
HVC619615,113
HVC619622,64
HVC619629,40
HVC619644,137
HVC619662,169
HVC619664,60
HVC619667,30
HVC619674,192
HVC619679,113
HVC619685,173
HVC619694,113
HVC619701,122
HVC619703,247
HVC619709,90
HVC619731,86
HVC619733,141
HVC619754,63
HVC619755,542
HVC619761,59
HVC619779,177
HVC619780,238
HVC619782,185
HVC619792,62
HVC619799,76
HVC619835,185
HVC619838,72
HVC619847,151
HVC619853,123
HVC619886,74
HVC619895,77
HVC619911,48
HVC619921,250
HVC619935,76
HVC619942,70
HVC619945,63
HVC619954,449
HVC619957,109
HVC619964,205
HVC619972,96
HVC619982,210
HVC619992,46
HVC620027,264
HVC620032,30
HVC620034,65
HVC620036,123
HVC620054,21
HVC620064,81
HVC620066,182
HVC620076,258
HVC620078,292
HVC620080,164
HVC620084,75
HVC620097,72
HVC620105,61
HVC620122,297
HVC620123,49
HVC620132,148
HVC620133,40
HVC620138,73
HVC620145,72
HVC620152,364
HVC620182,86
HVC620186,182
HVC620196,41
HVC620206,189
HVC620208,78
HVC620212,188
HVC620213,72
HVC620239,119
HVC620240,73
HVC620255,58
HVC620262,63
HVC620267,29
HVC620273,192
HVC620278,177
HVC620282,180
HVC620285,135
HVC620295,128
HVC620304,184
HVC620313,164
HVC620317,40
HVC620326,40
HVC620329,116
HVC620333,342
HVC620344,123
HVC620346,41
HVC620355,34
HVC620370,24
HVC620375,96
HVC620378,40
HVC620385,85
HVC620406,77
HVC620407,27
HVC620409,140
HVC620411,136
HVC620424,28
HVC620428,315
HVC620433,235
HVC620440,70
HVC620441,76
HVC620445,125
HVC620451,123
HVC620474,92
HVC620480,154
HVC620487,31
HVC620494,24
HVC620497,99
HVC620515,115
HVC620520,90
HVC620548,63
HVC620550,161
HVC620580,194
HVC620581,229
HVC620593,47
HVC620596,179
HVC620613,165
HVC620622,118
HVC620624,191
HVC620628,29
HVC620644,95
HVC620645,28
HVC620651,63
HVC620654,164
HVC620674,93
HVC620700,148
HVC620710,61
HVC620719,54
HVC620730,160
HVC620737,108
HVC620757,57
HVC620765,16
HVC620786,350
HVC620787,170
HVC620791,233
HVC620817,50
HVC620822,242
HVC620828,159
HVC620832,69
HVC620837,150
HVC620856,338
HVC620859,64
HVC620863,75
HVC620880,35
HVC620903,30
HVC620916,47
HVC620921,91
HVC620926,442
HVC620952,256
HVC620955,86
HVC620956,121
HVC620959,32
HVC620969,88
HVC620977,225
HVC620987,65
HVC620993,135
HVC621000,335
HVC621005,331
HVC621013,55
HVC621033,119
HVC621035,128
HVC621036,27
HVC621037,115
HVC621044,113
HVC621062,191
HVC621063,52
HVC621088,95
HVC621104,250
HVC621112,35
HVC621114,161
HVC621120,21
HVC621127,153
HVC621133,25
HVC621137,121
HVC621157,32
HVC621166,46
HVC621170,66
HVC621183,79
HVC621199,233
HVC621202,88
HVC621206,74
HVC621219,95
HVC621220,111
HVC621227,352
HVC621258,74
HVC621261,31
HVC621266,110
HVC621275,67
HVC621306,153
HVC621311,66
HVC621322,279
HVC621324,45
HVC621336,41
HVC621345,98
HVC621356,22
HVC621383,64
HVC621386,59
HVC621394,179
HVC621398,431
HVC621436,365
HVC621445,123
HVC621446,79
HVC621450,74
HVC621454,34
HVC621466,68
HVC621473,280
HVC621476,39
HVC621479,320
HVC621487,62
HVC621488,147
HVC621507,34
HVC621531,217
HVC621555,95
HVC621594,36
HVC621600,50
HVC621606,103
HVC621619,193
HVC621633,120
HVC621666,104
HVC621689,54
HVC621706,203
HVC621722,121
HVC621736,742
HVC621742,59
HVC621744,149
HVC621751,51
HVC621758,24
HVC621759,164
HVC621776,86
HVC621778,247
HVC621784,62
HVC621802,79
HVC621803,140
HVC621815,43
HVC621821,45
HVC621838,142
HVC621846,74
HVC621850,23
HVC621853,368
HVC621856,161
HVC621858,74
HVC621864,111
HVC621865,46
HVC621886,68
HVC621890,78
HVC621896,66
HVC621900,67
HVC621901,132
HVC621910,103
HVC621917,177
HVC621925,58
HVC621931,275
HVC621942,65
HVC621944,80
HVC621947,94
HVC621954,188
HVC621956,166
HVC621963,40
HVC621988,205
HVC621992,106
HVC622000,61
HVC622005,190
HVC622012,74
HVC622016,31
HVC622025,58
HVC622032,62
HVC622035,390
HVC622037,131
HVC622041,48
HVC622050,83
HVC622052,46
HVC622060,117
HVC622064,333
HVC622073,60
HVC622080,63
HVC622082,97
HVC622093,197
HVC622098,25
HVC622128,164
HVC622139,53
HVC622170,230
HVC622174,108
HVC622193,303
HVC622198,65
HVC622202,218
HVC622210,102
HVC622211,237
HVC622217,105
HVC622222,29
HVC622289,484
HVC622309,53
HVC622325,98
HVC622338,185
HVC622341,81
HVC622344,265
HVC622345,23
HVC622346,130
HVC622348,58
HVC622353,135
HVC622370,88
HVC622372,73
HVC622386,49
HVC622399,29
HVC622401,181
HVC622407,122
HVC622425,451
HVC622441,205
HVC622443,438
HVC622452,184
HVC622453,28
HVC622459,105
HVC622473,56
HVC622488,132
HVC622496,32
HVC622501,341
HVC622514,13
HVC622519,238
HVC622530,76
HVC622532,38
HVC622538,170
HVC622545,108
HVC622553,329
HVC622555,79
HVC622565,63
HVC622613,79
HVC622616,54
HVC622619,65
HVC622620,324
HVC622636,193
HVC622638,52
HVC622647,194
HVC622651,37
HVC622652,117
HVC622653,414
HVC622654,216
HVC622658,122
HVC622671,228
HVC622679,70
HVC622680,100
HVC622682,346
HVC622683,151
HVC622689,24
HVC622694,167
HVC622714,30
HVC622741,34
HVC622755,81
HVC622760,202
HVC622768,90
HVC622771,28
HVC622776,47
HVC622784,51
HVC622788,140
HVC622794,48
HVC622797,30
HVC622806,68
HVC622833,202
HVC622843,105
HVC622847,84
HVC622867,76
HVC622882,107
HVC622892,81
HVC622897,135
HVC622909,90
HVC622914,137
HVC622928,229
HVC622935,90
HVC622950,45
HVC622953,194
HVC622956,47
HVC622957,88
HVC622961,115
HVC622971,86
HVC622976,46
HVC622977,73
HVC622989,129
HVC622997,114
HVC623014,32
HVC623017,32
HVC623023,77
HVC623029,284
HVC623037,73
HVC623051,140
HVC623054,73
HVC623060,118
HVC623077,103
HVC623081,93
HVC623092,24
HVC623097,116
HVC623102,199
HVC623115,69
HVC623116,119
HVC623126,66
HVC623127,274
HVC623138,50
HVC623142,148
HVC623146,159
HVC623151,546
HVC623154,54
HVC623161,154
HVC623162,91
HVC623168,207
HVC623194,34
HVC623204,119
HVC623207,211
HVC623210,48
HVC623245,81
HVC623251,102
HVC623254,108
HVC623262,36
HVC623275,183
HVC623282,173
HVC623294,225
HVC623297,49
HVC623299,307
HVC623316,27
HVC623318,224
HVC623320,49
HVC623330,40
HVC623331,223
HVC623343,102
HVC623347,475
HVC623354,158
HVC623359,154
HVC623362,102
HVC623367,242
HVC623369,44
HVC623374,127
HVC623376,65
HVC623381,432
HVC623388,197
HVC623400,93
HVC623405,15
HVC623407,232
HVC623408,131
HVC623422,64
HVC623429,90
HVC623445,358
HVC623468,527
HVC623507,238
HVC623518,97
HVC623531,73
HVC623533,60
HVC623535,25
HVC623536,73
HVC623557,101
HVC623558,59
HVC623567,140
HVC623574,85
HVC623592,241
HVC623602,208
HVC623615,177
HVC623643,129
HVC623645,120
HVC623646,156
HVC623661,118
HVC623664,30
HVC623666,28
HVC623675,77
HVC623676,27
HVC623678,177
HVC623685,159
HVC623691,267
HVC623698,110
HVC623708,522
HVC623711,533
HVC623716,31
HVC623719,61
HVC623728,264
HVC623732,158
HVC623784,169
HVC623787,104
HVC623792,55
HVC623807,108
HVC623814,74
HVC623817,58
HVC623820,92
HVC623840,122
HVC623846,62
HVC623850,70
HVC623851,252
HVC623865,402
HVC623867,300
HVC623869,60
HVC623870,21
HVC623878,115
HVC623927,116
HVC623969,139
HVC623971,189
HVC623975,120
HVC623990,92
HVC623995,31
HVC624001,277
HVC624007,229
HVC624009,103
HVC624023,89
HVC624034,235
HVC624038,87
HVC624048,91
HVC624050,223
HVC624051,34
HVC624055,38
HVC624065,512
HVC624080,86
HVC624084,225
HVC624088,32
HVC624089,46
HVC624118,218
HVC624131,114
HVC624134,68
HVC624143,23
HVC624156,41
HVC624176,77
HVC624184,61
HVC624194,62
HVC624199,308
HVC624212,58
HVC624216,96
HVC624240,30
HVC624247,36
HVC624258,99
HVC624265,188
HVC624283,285
HVC624295,249
HVC624304,56
HVC624311,103
HVC624335,98
HVC624341,68
HVC624355,42
HVC624360,90
HVC624369,479
HVC624373,266
HVC624381,97
HVC624390,32
HVC624396,143
HVC624400,92
HVC624409,60
HVC624412,36
HVC624413,65
HVC624418,69
HVC624426,365
HVC624427,49
HVC624434,156
HVC624447,137
HVC624453,81
HVC624455,58
HVC624466,55
HVC624467,138
HVC624491,231
HVC624503,36
HVC624505,106
HVC624542,135
HVC624544,67
HVC624564,95
HVC624570,59
HVC624585,109
HVC624591,125
HVC624593,70
HVC624611,70
HVC624620,25
HVC624635,134
HVC624642,64
HVC624659,211
HVC624660,54
HVC624670,122
HVC624675,93
HVC624676,156
HVC624680,309
HVC624684,251
HVC624700,561
HVC624705,217
HVC624724,95
HVC624728,24
HVC624739,168
HVC624744,226
HVC624748,294
HVC624752,32
HVC624756,213
HVC624759,122
HVC624773,235
HVC624785,244
HVC624790,238
HVC624804,54
HVC624812,267
HVC624830,187
HVC624832,112
HVC624857,192
HVC624868,24
HVC624875,230
HVC624893,222
HVC624895,150
HVC624899,53
HVC624904,82
HVC624914,68
HVC624920,47
HVC624927,72
HVC624933,385
HVC624936,169
HVC624976,164
HVC624979,203
HVC624983,121
HVC624984,119
HVC625004,53
HVC625006,166
HVC625015,99
HVC625022,23
HVC625026,195
HVC625041,103
HVC625077,160
HVC625084,60
HVC625090,67
HVC625101,58
HVC625106,59
HVC625122,205
HVC625132,62
HVC625139,73
HVC625140,90
HVC625149,453
HVC625156,168
HVC625186,206
HVC625213,110
HVC625217,90
HVC625220,91
HVC625231,42
HVC625245,114
HVC625253,200
HVC625255,64
HVC625262,179
HVC625290,371
HVC625305,35
HVC625310,103
HVC625321,524
HVC625330,105
HVC625357,60
HVC625363,139
HVC625365,80
HVC625376,175
HVC625379,83
HVC625387,39
HVC625397,29
HVC625401,139
HVC625405,289
HVC625413,123
HVC625414,323
HVC625420,392
HVC625434,135
HVC625437,126
HVC625443,36
HVC625447,83
HVC625448,198
HVC625456,118
HVC625459,410
HVC625476,90
HVC625490,100
HVC625496,385
HVC625508,188
HVC625520,70
HVC625541,51
HVC625552,50
HVC625558,154
HVC625563,57
HVC625567,204
HVC625570,384
HVC625583,187
HVC625589,67
HVC625594,114
HVC625595,582
HVC625597,87
HVC625598,12
HVC625602,42
HVC625617,131
HVC625635,176
HVC625656,195
HVC625675,48
HVC625681,346
HVC625693,130
HVC625703,32
HVC625706,90
HVC625712,132
HVC625715,16
HVC625720,138
HVC625730,168
HVC625737,24
HVC625738,140
HVC625740,254
HVC625754,22
HVC625762,123
HVC625763,303
HVC625764,86
HVC625774,159
HVC625779,65
HVC625793,316
HVC625800,32
HVC625807,35
HVC625812,82
HVC625817,311
HVC625818,440
HVC625840,268
HVC625850,156
HVC625854,83
HVC625859,152
HVC625867,149
HVC625869,56
HVC625878,101
HVC625884,166
HVC625891,141
HVC625901,140
HVC625904,62
HVC625905,303
HVC625906,57
HVC625911,130
HVC625915,154
HVC625923,23
HVC625954,175
HVC625966,345
HVC625970,166
HVC625983,56
HVC625985,190
HVC626012,53
HVC626015,402
HVC626019,289
HVC626045,70
HVC626055,63
HVC626059,209
HVC626069,69
HVC626082,28
HVC626092,98
HVC626099,72
HVC626102,113
HVC626109,180
HVC626124,358
HVC626137,52
HVC626144,32
HVC626154,97
HVC626168,63
HVC626214,51
HVC626216,137
HVC626218,110
HVC626222,33
HVC626230,510
HVC626237,318
HVC626240,189
HVC626250,69
HVC626258,175
HVC626259,37
HVC626277,52
HVC626279,62
HVC626287,278
HVC626308,187
HVC626322,182
HVC626325,169
HVC626330,71
HVC626331,494
HVC626332,356
HVC626334,29
HVC626336,29
HVC626340,42
HVC626354,184
HVC626355,140
HVC626371,122
HVC626380,216
HVC626390,339
HVC626396,136
HVC626397,67
HVC626406,173
HVC626415,101
HVC626423,131
HVC626424,423
HVC626446,88
HVC626447,138
HVC626454,340
HVC626459,106
HVC626469,29
HVC626475,21
HVC626481,116
HVC626489,38
HVC626492,65
HVC626495,80
HVC626508,49
HVC626515,81
HVC626523,113
HVC626524,131
HVC626530,103
HVC626536,598
HVC626540,59
HVC626545,43
HVC626547,68
HVC626552,170
HVC626576,49
HVC626578,68
HVC626583,394
HVC626592,33
HVC626595,79
HVC626604,152
HVC626608,107
HVC626618,593
HVC626641,535
HVC626649,609
HVC626661,300
HVC626668,76
HVC626671,93
HVC626675,151
HVC626676,278
HVC626677,83
HVC626678,45
HVC626680,117
HVC626683,107
HVC626687,94
HVC626693,322
HVC626701,12
HVC626707,116
HVC626736,17
HVC626745,48
HVC626749,189
HVC626752,82
HVC626762,211
HVC626767,79
HVC626768,90
HVC626778,116
HVC626780,20
HVC626784,106
HVC626791,331
HVC626798,172
HVC626816,334
HVC626821,30
HVC626839,119
HVC626847,282
HVC626855,97
HVC626859,28
HVC626864,259
HVC626892,54
HVC626913,13
HVC626918,85
HVC626920,140
HVC626925,509
HVC626954,267
HVC626958,177
HVC626966,101
HVC626971,57
HVC626973,278
HVC626994,52
HVC626995,43
HVC626998,226
HVC627013,35
HVC627014,84
HVC627016,124
HVC627026,26
HVC627041,46
HVC627053,188
HVC627056,48
HVC627066,43
HVC627069,34
HVC627070,343
HVC627071,87
HVC627086,101
HVC627103,73
HVC627116,51
HVC627123,191
HVC627126,23
HVC627130,208
HVC627135,89
HVC627143,169
HVC627145,27
HVC627151,43
HVC627162,54
HVC627163,35
HVC627167,195
HVC627180,91
HVC627189,160
HVC627228,192
HVC627229,48
HVC627236,98
HVC627240,65
HVC627259,24
HVC627283,164
HVC627298,252
HVC627309,80
HVC627320,87
HVC627328,34
HVC627341,153
HVC627359,81
HVC627365,57
HVC627389,209
HVC627404,609
HVC627419,259
HVC627422,299
HVC627425,102
HVC627431,86
HVC627453,20
HVC627470,210
HVC627484,65
HVC627504,224
HVC627522,27
HVC627523,69
HVC627525,72
HVC627526,90
HVC627527,87
HVC627534,76
HVC627538,82
HVC627539,134
HVC627540,243
HVC627547,158
HVC627553,89
HVC627563,99
HVC627582,44
HVC627586,50
HVC627590,90
HVC627599,134
HVC627601,66
HVC627605,133
HVC627609,190
HVC627624,134
HVC627631,483
HVC627633,69
HVC627638,154
HVC627642,199
HVC627669,67
HVC627685,79
HVC627689,90
HVC627713,470
HVC627735,61
HVC627737,191
HVC627742,69
HVC627744,130
HVC627758,230
HVC627779,157
HVC627785,145
HVC627789,152
HVC627800,116
HVC627842,249
HVC627845,206
HVC627855,196
HVC627859,47
HVC627862,124
HVC627866,86
HVC627885,127
HVC627886,67
HVC627891,165
HVC627900,206
HVC627920,69
HVC627930,127
HVC627939,433
HVC627950,69
HVC627958,278
HVC627960,90
HVC627968,100
HVC627993,116
HVC628002,93
HVC628006,24
HVC628008,378
HVC628012,49
HVC628027,55
HVC628032,6
HVC628039,109
HVC628040,337
HVC628053,30
HVC628069,150
HVC628084,138
HVC628086,55
HVC628087,93
HVC628089,59
HVC628090,560
HVC628111,70
HVC628125,90
HVC628136,192
HVC628142,42
HVC628163,62
HVC628168,132
HVC628178,313
HVC628188,298
HVC628200,173
HVC628202,169
HVC628238,216
HVC628284,61
HVC628289,53
HVC628303,61
HVC628306,215
HVC628318,231
HVC628333,76
HVC628345,62
HVC628390,28
HVC628393,43
HVC628414,23
HVC628415,167
HVC628427,34
HVC628432,55
HVC628440,340
HVC628459,538
HVC628463,135
HVC628471,127
HVC628492,114
HVC628507,34
HVC628512,33
HVC628516,28
HVC628521,126
HVC628523,59
HVC628532,45
HVC628565,29
HVC628585,206
HVC628594,220
HVC628602,45
HVC628618,51
HVC628641,95
HVC628652,96
HVC628656,353
HVC628659,42
HVC628662,150
HVC628674,454
HVC628690,85
HVC628698,17
HVC628700,35
HVC628729,84
HVC628742,177
HVC628744,140
HVC628750,195
HVC628761,275
HVC628781,61
HVC628784,69
HVC628790,52
HVC628793,94
HVC628794,99
HVC628808,58
HVC628813,61
HVC628817,39
HVC628819,262
HVC628833,157
HVC628843,58
HVC628851,38
HVC628853,72
HVC628854,157
HVC628867,111
HVC628869,25
HVC628891,235
HVC628898,471
HVC628906,119
HVC628933,121
HVC628950,32
HVC628965,68
HVC628975,415
HVC628976,98
HVC628979,61
HVC628980,66
HVC628988,98
HVC628993,26
HVC629010,50
HVC629021,20
HVC629037,134
HVC629067,116
HVC629075,123
HVC629087,35
HVC629097,31
HVC629100,157
HVC629117,224
HVC629118,110
HVC629120,451
HVC629124,104
HVC629156,41
HVC629167,296
HVC629186,199
HVC629190,221
HVC629192,153
HVC629231,106
HVC629239,167
HVC629240,219
HVC629246,192
HVC629253,70
HVC629269,120
HVC629280,231
HVC629308,55
HVC629318,90
HVC629337,30
HVC629347,414
HVC629349,165
HVC629351,83
HVC629353,219
HVC629356,50
HVC629358,78
HVC629370,104
HVC629373,43
HVC629384,120
HVC629396,38
HVC629397,38
HVC629421,51
HVC629427,51
HVC629442,125
HVC629458,284
HVC629470,426
HVC629471,35
HVC629475,25
HVC629488,38
HVC629495,107
HVC629505,231
HVC629519,91
HVC629520,325
HVC629542,62
HVC629545,19
HVC629547,39
HVC629563,20
HVC629583,113
HVC629587,218
HVC629588,90
HVC629606,115
HVC629613,217
HVC629618,61
HVC629628,49
HVC629629,37
HVC629632,143
HVC629640,166
HVC629647,165
HVC629661,85
HVC629680,524
HVC629696,261
HVC629705,95
HVC629726,157
HVC629739,31
HVC629741,155
HVC629748,104
HVC629755,36
HVC629761,72
HVC629769,93
HVC629776,178
HVC629778,212
HVC629788,36
HVC629800,331
HVC629807,150
HVC629816,34
HVC629821,39
HVC629828,65
HVC629832,70
HVC629840,236
HVC629854,41
HVC629865,150
HVC629872,71
HVC629879,68
HVC629897,151
HVC629904,287
HVC629906,147
HVC629923,171
HVC629928,140
HVC629929,187
HVC629945,54
HVC629954,67
HVC629958,40
HVC629962,70
HVC629982,157
HVC629983,237
HVC630008,177
HVC630010,155
HVC630021,231
HVC630040,281
HVC630049,225
HVC630055,74
HVC630069,178
HVC630071,177
HVC630072,323
HVC630074,205
HVC630086,391
HVC630092,184
HVC630104,179
HVC630107,243
HVC630113,103
HVC630121,259
HVC630135,101
HVC630145,201
HVC630147,287
HVC630161,298
HVC630179,156
HVC630200,129
HVC630207,34
HVC630212,106
HVC630227,61
HVC630233,60
HVC630239,56
HVC630243,285
HVC630246,107
HVC630247,137
HVC630270,72
HVC630274,66
HVC630278,134
HVC630284,44
HVC630299,76
HVC630300,197
HVC630314,174
HVC630334,55
HVC630347,79
HVC630348,144
HVC630350,198
HVC630373,129
HVC630381,47
HVC630391,46
HVC630393,110
HVC630412,49
HVC630414,495
HVC630421,158
HVC630423,119
HVC630436,175
HVC630437,128
HVC630441,41
HVC630450,64
HVC630478,120
HVC630497,228
HVC630505,230
HVC630520,73
HVC630521,341
HVC630530,32
HVC630534,446
HVC630538,77
HVC630539,88
HVC630543,225
HVC630558,41
HVC630571,147
HVC630575,231
HVC630594,65
HVC630598,218
HVC630613,392
HVC630627,107
HVC630646,23
HVC630649,88
HVC630655,73
HVC630659,109
HVC630661,68
HVC630665,106
HVC630671,31
HVC630672,88
HVC630678,57
HVC630680,53
HVC630688,34
HVC630698,120
HVC630713,34
HVC630722,65
HVC630730,187
HVC630738,29
HVC630761,50
HVC630781,102
HVC630791,37
HVC630792,294
HVC630809,32
HVC630812,78
HVC630822,170
HVC630825,104
HVC630828,146
HVC630850,65
HVC630856,299
HVC630867,138
HVC630873,66
HVC630876,42
HVC630882,82
HVC630900,587
HVC630903,88
HVC630908,71
HVC630911,35
HVC630914,92
HVC630916,228
HVC630919,62
HVC630940,165
HVC630948,73
HVC630951,213
HVC630961,354
HVC630973,91
HVC630979,45
HVC630989,45
HVC630991,111
HVC630999,196
HVC631005,269
HVC631017,128
HVC631030,351
HVC631048,96
HVC631049,77
HVC631076,67
HVC631083,99
HVC631085,134
HVC631088,73
HVC631107,35
HVC631119,88
HVC631121,52
HVC631144,55
HVC631148,70
HVC631150,63
HVC631152,34
HVC631163,134
HVC631164,183
HVC631169,103
HVC631170,217
HVC631181,31
HVC631188,178
HVC631201,229
HVC631202,86
HVC631204,69
HVC631220,348
HVC631227,54
HVC631228,60
HVC631231,136
HVC631239,142
HVC631244,58
HVC631289,145
HVC631295,170
HVC631354,176
HVC631359,82
HVC631391,190
HVC631394,195
HVC631408,231
HVC631425,169
HVC631429,429
HVC631444,69
HVC631447,71
HVC631452,242
HVC631473,145
HVC631480,150
HVC631491,137
HVC631497,195
HVC631498,163
HVC631500,568
HVC631505,92
HVC631507,179
HVC631517,252
HVC631520,202
HVC631529,51
HVC631560,332
HVC631585,33
HVC631587,191
HVC631594,361
HVC631597,113
HVC631606,174
HVC631623,116
HVC631631,126
HVC631638,165
HVC631642,175
HVC631652,126
HVC631676,40
HVC631687,83
HVC631695,68
HVC631719,92
HVC631721,24
HVC631724,328
HVC631725,58
HVC631745,47
HVC631747,73
HVC631763,40
HVC631776,66
HVC631788,35
HVC631792,118
HVC631810,265
HVC631812,173
HVC631813,67
HVC631825,231
HVC631849,120
HVC631853,180
HVC631865,217
HVC631869,33
HVC631878,111
HVC631879,173
HVC631881,157
HVC631892,149
HVC631894,79
HVC631899,300
HVC631904,197
HVC631912,15
HVC631923,296
HVC631937,118
HVC631944,114
HVC631946,205
HVC631951,60
HVC631961,55
HVC631967,33
HVC631968,258
HVC631983,122
HVC631985,50
HVC632015,213
HVC632021,66
HVC632028,76
HVC632048,70
HVC632060,88
HVC632070,99
HVC632091,356
HVC632096,464
HVC632111,90
HVC632116,49
HVC632130,107
HVC632134,150
HVC632141,59
HVC632150,148
HVC632178,125
HVC632201,585
HVC632205,19
HVC632220,145
HVC632235,117
HVC632240,299
HVC632242,378
HVC632268,141
HVC632275,48
HVC632279,85
HVC632288,128
HVC632301,220
HVC632309,67
HVC632316,15
HVC632318,195
HVC632326,70
HVC632346,229
HVC632356,221
HVC632359,189
HVC632361,43
HVC632378,32
HVC632404,166
HVC632412,186
HVC632417,70
HVC632422,90
HVC632436,51
HVC632437,135
HVC632441,47
HVC632455,175
HVC632460,112
HVC632464,32
HVC632467,110
HVC632474,55
HVC632506,53
HVC632513,109
HVC632519,183
HVC632557,33
HVC632561,47
HVC632592,35
HVC632593,106
HVC632613,61
HVC632619,68
HVC632631,24
HVC632642,102
HVC632655,65
HVC632662,86
HVC632669,123
HVC632686,172
HVC632695,68
HVC632706,78
HVC632708,168
HVC632710,195
HVC632730,65
HVC632738,168
HVC632748,148
HVC632753,27
HVC632766,213
HVC632784,118
HVC632788,131
HVC632797,34
HVC632799,280
HVC632803,107
HVC632804,447
HVC632814,179
HVC632825,30
HVC632844,41
HVC632849,427
HVC632856,195
HVC632868,83
HVC632884,228
HVC632888,61
HVC632903,294
HVC632911,40
HVC632924,41
HVC632926,210
HVC632928,69
HVC632941,173
HVC632955,30
HVC632956,130
HVC632968,114
HVC632982,401
HVC632984,310
HVC633006,171
HVC633011,217
HVC633027,146
HVC633052,194
HVC633063,221
HVC633072,140
HVC633075,92
HVC633079,523
HVC633088,99
HVC633092,32
HVC633096,231
HVC633098,221
HVC633099,79
HVC633102,34
HVC633115,126
HVC633120,87
HVC633122,206
HVC633123,219
HVC633126,143
HVC633127,40
HVC633152,296
HVC633156,157
HVC633166,138
HVC633179,67
HVC633180,121
HVC633185,75
HVC633186,227
HVC633192,184
HVC633200,117
HVC633203,113
HVC633215,33
HVC633216,80
HVC633225,94
HVC633244,535
HVC633246,116
HVC633257,37
HVC633269,65
HVC633280,246
HVC633290,50
HVC633299,244
HVC633302,29
HVC633304,26
HVC633316,226
HVC633330,276
HVC633343,53
HVC633348,142
HVC633351,172
HVC633356,59
HVC633374,164
HVC633384,95
HVC633393,32
HVC633394,89
HVC633398,44
HVC633402,121
HVC633413,26
HVC633437,78
HVC633448,106
HVC633462,248
HVC633501,49
HVC633520,182
HVC633523,31
HVC633529,109
HVC633556,38
HVC633569,164
HVC633578,164
HVC633592,34
HVC633598,77
HVC633605,178
HVC633627,473
HVC633628,189
HVC633631,56
HVC633646,56
HVC633663,126
HVC633670,191
HVC633674,59
HVC633675,59
HVC633678,45
HVC633679,86
HVC633691,44
HVC633695,50
HVC633727,195
HVC633758,34
HVC633768,24
HVC633769,14
HVC633770,66
HVC633776,80
HVC633779,331
HVC633788,59
HVC633801,36
HVC633810,89
HVC633828,73
HVC633830,96
HVC633854,52
HVC633856,122
